program_id,rule,occurrence,code,compliance,findings,program_name,nc_link
002190020297,5101:2-12-23 Infant Bottle and Food Preparation,1,"1. The food/formula was not covered;2. The food/formula was not dated- powdered infant formula in the fridge 3. The food/formula was not refrigerated according to the manufacturers instructions; 4. The food/formula was not discarded or sent home daily if not used; 5. The food/formula was not refrigerated upon arrival;6. The food/formula was not refrigerated immediately after preparation;7. The food/formula was served beyond the expiration date;8. The food/formula was not prepared prior to the manufacturers instructions;9. The food/formula was not prepared according to the instructions from the infants physician, physicians assistant or certified nurse practitioner;10. Other [  ]. Technical assistance was provided at the time of the inspection, and as discussed, please correct this rule noncompliance. A written response for this rule noncompliance is not required at this time.",,['2'],A MOTHERS TOUCH LAST FOREVER LLC,https://childcaresearch.ohio.gov//inspections/2190020297/2024-08-26/ANNUAL?q=fVLNbhMxEN40v0uapgKhHhAiBy6VQkUR1xwWN1VDIVl1V0gFcXDWk42FY6%2b83pS98Q6ICxdeg1fgyBvwJjB2uhCJqrPS2DOf59tvPPZqnuf9RrOrtd0ddCRhyRXMiVqtlBwO3oDOuZKj46On9hsOSCFMoWEkoTCaiuEgLOaCJ%2bdQxuoDyJEshGhaxkfbREcn8ewoAqqTJdHcgOb0MZ7ZC7VacwZ6WqzmoFtEFdKUDcJN2X7LM6IY7FZH4jKD1gU1XKbdkGrDqZjSFbQnckGlyXuXWJvGijGBknszYUuuIz%2fUkCdLpYQfuSVIoX9Cy3y2mGWgkVPJ%2fTNV6O1E8zVQke%2b%2fgIXSsCkjVEN3vAaJGuy%2bE13x1QqD%2b1EGiRUEwHKy5IJZeC%2fWVOaZ0sYR9oMFNv6PqTdbg5Y8XRob3TnlIFiseZYfjKkWpaPBs2z8MUMaJPDPgLLIYO%2f3Qs3X1MA5l9hmihmQB5tBiPK0wCT7q%2bLuK07nXOCVTmReoKIEmtNgfEma0zEJA9wTEqI%2fJaROZkEjINEEB5FKThsThLxaDce5eSPthnejNTudmrOH%2fw3dXesFlSm8e2%2ffV%2b1Gs8jOk%2bNW3bL59cpVL9MFm51V4DdvloHWt3h7q7TtztrIIo0Htwi0IvyWdZbA71jn2%2b5s7rZCp9cNJub4IseS2bUTgYDEAHM8rkUv%2b%2frymV1%2fPf%2fCnC77p9Z25vvn4JtDOhVynfl0%2bPPwh0P8CqmsYu3%2bAQ%3d%3d&p=1&pi=
002190020297,5101:2-12-23 Infant Bottle and Food Preparation,0,"During the inspection, it was determined that bottles containing breast milk/formula for a particular infant were not labeled with the childs name and date of preparation. Technical assistance was provided at the time of the inspection, and as discussed, please correct this rule noncompliance. A written response for this rule noncompliance is not required at this time.",,['-1'],A MOTHERS TOUCH LAST FOREVER LLC,https://childcaresearch.ohio.gov//inspections/2190020297/2024-08-26/ANNUAL?q=fVLNbhMxEN40v0uapgKhHhAiBy6VQkUR1xwWN1VDIVl1V0gFcXDWk42FY6%2b83pS98Q6ICxdeg1fgyBvwJjB2uhCJqrPS2DOf59tvPPZqnuf9RrOrtd0ddCRhyRXMiVqtlBwO3oDOuZKj46On9hsOSCFMoWEkoTCaiuEgLOaCJ%2bdQxuoDyJEshGhaxkfbREcn8ewoAqqTJdHcgOb0MZ7ZC7VacwZ6WqzmoFtEFdKUDcJN2X7LM6IY7FZH4jKD1gU1XKbdkGrDqZjSFbQnckGlyXuXWJvGijGBknszYUuuIz%2fUkCdLpYQfuSVIoX9Cy3y2mGWgkVPJ%2fTNV6O1E8zVQke%2b%2fgIXSsCkjVEN3vAaJGuy%2bE13x1QqD%2b1EGiRUEwHKy5IJZeC%2fWVOaZ0sYR9oMFNv6PqTdbg5Y8XRob3TnlIFiseZYfjKkWpaPBs2z8MUMaJPDPgLLIYO%2f3Qs3X1MA5l9hmihmQB5tBiPK0wCT7q%2bLuK07nXOCVTmReoKIEmtNgfEma0zEJA9wTEqI%2fJaROZkEjINEEB5FKThsThLxaDce5eSPthnejNTudmrOH%2fw3dXesFlSm8e2%2ffV%2b1Gs8jOk%2bNW3bL59cpVL9MFm51V4DdvloHWt3h7q7TtztrIIo0Htwi0IvyWdZbA71jn2%2b5s7rZCp9cNJub4IseS2bUTgYDEAHM8rkUv%2b%2frymV1%2fPf%2fCnC77p9Z25vvn4JtDOhVynfl0%2bPPwh0P8CqmsYu3%2bAQ%3d%3d&p=1&pi=
002190020297,5101:2-12-19 Supervision,0,"1.Child(ren) were left unattended once- children in infant and toddler spaces with 1 staff member. . Staff member stepped into the back classroom with the infant children out of her sight2.Child(ren) were left unattended more than once.  3. Child(ren) left the group and were unattended. 4.Child care staff were using a baby monitor to supervise children. 5.Child care staff were using a walkie talkie to supervise children.  6.Child care staff were using mirrors to view children in another room. 7.Child care staff were using a video camera instead of physically being present in the room. 8.Other [  ].  Children must be supervised and within sight and hearing of a child care staff member at all times.  Provide staff training. Submit the programs corrective action plan, which includes a statement that training was provided, to the Department to verify compliance with the requirements of this rule.",,['1'],A MOTHERS TOUCH LAST FOREVER LLC,https://childcaresearch.ohio.gov//inspections/2190020297/2024-08-26/ANNUAL?q=fVLNbhMxEN40v0uapgKhHhAiBy6VQkUR1xwWN1VDIVl1V0gFcXDWk42FY6%2b83pS98Q6ICxdeg1fgyBvwJjB2uhCJqrPS2DOf59tvPPZqnuf9RrOrtd0ddCRhyRXMiVqtlBwO3oDOuZKj46On9hsOSCFMoWEkoTCaiuEgLOaCJ%2bdQxuoDyJEshGhaxkfbREcn8ewoAqqTJdHcgOb0MZ7ZC7VacwZ6WqzmoFtEFdKUDcJN2X7LM6IY7FZH4jKD1gU1XKbdkGrDqZjSFbQnckGlyXuXWJvGijGBknszYUuuIz%2fUkCdLpYQfuSVIoX9Cy3y2mGWgkVPJ%2fTNV6O1E8zVQke%2b%2fgIXSsCkjVEN3vAaJGuy%2bE13x1QqD%2b1EGiRUEwHKy5IJZeC%2fWVOaZ0sYR9oMFNv6PqTdbg5Y8XRob3TnlIFiseZYfjKkWpaPBs2z8MUMaJPDPgLLIYO%2f3Qs3X1MA5l9hmihmQB5tBiPK0wCT7q%2bLuK07nXOCVTmReoKIEmtNgfEma0zEJA9wTEqI%2fJaROZkEjINEEB5FKThsThLxaDce5eSPthnejNTudmrOH%2fw3dXesFlSm8e2%2ffV%2b1Gs8jOk%2bNW3bL59cpVL9MFm51V4DdvloHWt3h7q7TtztrIIo0Htwi0IvyWdZbA71jn2%2b5s7rZCp9cNJub4IseS2bUTgYDEAHM8rkUv%2b%2frymV1%2fPf%2fCnC77p9Z25vvn4JtDOhVynfl0%2bPPwh0P8CqmsYu3%2bAQ%3d%3d&p=1&pi=
002190020297,5101:2-12-18 Ratio,1,"1. The program did not have a second employee or Child Care Staff Member present when required- 7 children present, 1 child care staff member2. The program was using a second Child Care Staff Member who was not able to meet this criteria as defined in the rule.Submit the programs corrective action plan to the Department to verify compliance with the requirements of this rule.",,['1'],A MOTHERS TOUCH LAST FOREVER LLC,https://childcaresearch.ohio.gov//inspections/2190020297/2024-08-26/ANNUAL?q=fVLNbhMxEN40v0uapgKhHhAiBy6VQkUR1xwWN1VDIVl1V0gFcXDWk42FY6%2b83pS98Q6ICxdeg1fgyBvwJjB2uhCJqrPS2DOf59tvPPZqnuf9RrOrtd0ddCRhyRXMiVqtlBwO3oDOuZKj46On9hsOSCFMoWEkoTCaiuEgLOaCJ%2bdQxuoDyJEshGhaxkfbREcn8ewoAqqTJdHcgOb0MZ7ZC7VacwZ6WqzmoFtEFdKUDcJN2X7LM6IY7FZH4jKD1gU1XKbdkGrDqZjSFbQnckGlyXuXWJvGijGBknszYUuuIz%2fUkCdLpYQfuSVIoX9Cy3y2mGWgkVPJ%2fTNV6O1E8zVQke%2b%2fgIXSsCkjVEN3vAaJGuy%2bE13x1QqD%2b1EGiRUEwHKy5IJZeC%2fWVOaZ0sYR9oMFNv6PqTdbg5Y8XRob3TnlIFiseZYfjKkWpaPBs2z8MUMaJPDPgLLIYO%2f3Qs3X1MA5l9hmihmQB5tBiPK0wCT7q%2bLuK07nXOCVTmReoKIEmtNgfEma0zEJA9wTEqI%2fJaROZkEjINEEB5FKThsThLxaDce5eSPthnejNTudmrOH%2fw3dXesFlSm8e2%2ffV%2b1Gs8jOk%2bNW3bL59cpVL9MFm51V4DdvloHWt3h7q7TtztrIIo0Htwi0IvyWdZbA71jn2%2b5s7rZCp9cNJub4IseS2bUTgYDEAHM8rkUv%2b%2frymV1%2fPf%2fCnC77p9Z25vvn4JtDOhVynfl0%2bPPwh0P8CqmsYu3%2bAQ%3d%3d&p=1&pi=
002190020297,5101:2-12-18 Ratio,0,"1. A child care staff member stepped out of the room.2.A child care staff member had not arrived at work on time.3.Children were present who were not scheduled to be there.4.A child care staff member was unable to work.5.A child was injured in that group.6.A child arrived in the group before a second staff member was scheduled to arrive with the group.7.Two groups were combined, and the program did not follow the ratio for the youngest child in the group.8.A child was transitioning to the next older age group, and the program did not follow the ratio for the youngest child in the group.9. Ratio was doubled for more than two hours while children were napping.10. Ratio was doubled while children were napping for a group that included at least one infant.11. Ratio was doubled while children were napping and there were not enough staff members in the building to meet staff/child ratio.12. Ratio was doubled in the school age group to allow access to the program, however, the program does not serve only school age children.13. Both child care staff members did not have a working communication device when one staff member left the group to allow access to the school age only program.14. The child care staff member did not return to the group after allowing access to the school age only program.15.Other - .Additional child care staff members must be hired or current child care staff members must be rescheduled to maintain compliance.  Provide staff training.  Submit the programs corrective action plan, which includes a statement that training was provided, to the Department to verify compliance with the requirements of this rule.",,['7'],A MOTHERS TOUCH LAST FOREVER LLC,https://childcaresearch.ohio.gov//inspections/2190020297/2024-08-26/ANNUAL?q=fVLNbhMxEN40v0uapgKhHhAiBy6VQkUR1xwWN1VDIVl1V0gFcXDWk42FY6%2b83pS98Q6ICxdeg1fgyBvwJjB2uhCJqrPS2DOf59tvPPZqnuf9RrOrtd0ddCRhyRXMiVqtlBwO3oDOuZKj46On9hsOSCFMoWEkoTCaiuEgLOaCJ%2bdQxuoDyJEshGhaxkfbREcn8ewoAqqTJdHcgOb0MZ7ZC7VacwZ6WqzmoFtEFdKUDcJN2X7LM6IY7FZH4jKD1gU1XKbdkGrDqZjSFbQnckGlyXuXWJvGijGBknszYUuuIz%2fUkCdLpYQfuSVIoX9Cy3y2mGWgkVPJ%2fTNV6O1E8zVQke%2b%2fgIXSsCkjVEN3vAaJGuy%2bE13x1QqD%2b1EGiRUEwHKy5IJZeC%2fWVOaZ0sYR9oMFNv6PqTdbg5Y8XRob3TnlIFiseZYfjKkWpaPBs2z8MUMaJPDPgLLIYO%2f3Qs3X1MA5l9hmihmQB5tBiPK0wCT7q%2bLuK07nXOCVTmReoKIEmtNgfEma0zEJA9wTEqI%2fJaROZkEjINEEB5FKThsThLxaDce5eSPthnejNTudmrOH%2fw3dXesFlSm8e2%2ffV%2b1Gs8jOk%2bNW3bL59cpVL9MFm51V4DdvloHWt3h7q7TtztrIIo0Htwi0IvyWdZbA71jn2%2b5s7rZCp9cNJub4IseS2bUTgYDEAHM8rkUv%2b%2frymV1%2fPf%2fCnC77p9Z25vvn4JtDOhVynfl0%2bPPwh0P8CqmsYu3%2bAQ%3d%3d&p=1&pi=
002190020297,5101:2-12-16 Written Disaster Plan,0,"1. The written disaster plan had not been completed2. The plan was not provided to all child care staff and employees3. The plan was not used to respond to an emergency or disaster situation4. Weather emergencies and natural disasters which include severe thunderstorms, tornadoes, flash flooding, major snowfall, blizzards, ice storms or earthquakes5. Emergency outdoor and indoor lockdown or evacuation due to threats of violence which includes active shooter, bioterrorism or terrorism6. Emergency or disaster evacuations due to hazardous materials and spills, gas leaks or bomb threats.7. Outbreaks, epidemics or other infectious disease emergencies8. Loss of power, water, or heat9. Other threatening situations that may pose a health or safety hazard to the children in the programDetails:10. Shelter in place or evacuation, how the program will care for and account for the children until they can be reunited with the parent11. A designated safe site where staff and children can safely remain when evacuated.12. Assisting infants, toddlers and children with special needs and/or health conditions13. Emergency contact information for parents and the program14. Procedures for notifying and communicating with parents regarding the location of the children if evacuated15. Procedures for communicating with parents during loss of communications, no phone or internet service available16. The location of supplies and procedures for gathering necessary supplies for staff and children if required to shelter in place17. What to do if a disaster occurs during the transport of children or when on a field trip or routine trip18. Making the plan available to all child care staff members and employees19. Training of staff or reassignment of staff duties as appropriate20. Updating the plan on a yearly basis21. Contact with local emergency management officialsMake the necessary revisions to the disaster plan.  Submit the programs corrective action plan, which includes the revised information, to the Department to verify compliance with the requirements of this rule.",,['12'],A MOTHERS TOUCH LAST FOREVER LLC,https://childcaresearch.ohio.gov//inspections/2190020297/2024-08-26/ANNUAL?q=fVLNbhMxEN40v0uapgKhHhAiBy6VQkUR1xwWN1VDIVl1V0gFcXDWk42FY6%2b83pS98Q6ICxdeg1fgyBvwJjB2uhCJqrPS2DOf59tvPPZqnuf9RrOrtd0ddCRhyRXMiVqtlBwO3oDOuZKj46On9hsOSCFMoWEkoTCaiuEgLOaCJ%2bdQxuoDyJEshGhaxkfbREcn8ewoAqqTJdHcgOb0MZ7ZC7VacwZ6WqzmoFtEFdKUDcJN2X7LM6IY7FZH4jKD1gU1XKbdkGrDqZjSFbQnckGlyXuXWJvGijGBknszYUuuIz%2fUkCdLpYQfuSVIoX9Cy3y2mGWgkVPJ%2fTNV6O1E8zVQke%2b%2fgIXSsCkjVEN3vAaJGuy%2bE13x1QqD%2b1EGiRUEwHKy5IJZeC%2fWVOaZ0sYR9oMFNv6PqTdbg5Y8XRob3TnlIFiseZYfjKkWpaPBs2z8MUMaJPDPgLLIYO%2f3Qs3X1MA5l9hmihmQB5tBiPK0wCT7q%2bLuK07nXOCVTmReoKIEmtNgfEma0zEJA9wTEqI%2fJaROZkEjINEEB5FKThsThLxaDce5eSPthnejNTudmrOH%2fw3dXesFlSm8e2%2ffV%2b1Gs8jOk%2bNW3bL59cpVL9MFm51V4DdvloHWt3h7q7TtztrIIo0Htwi0IvyWdZbA71jn2%2b5s7rZCp9cNJub4IseS2bUTgYDEAHM8rkUv%2b%2frymV1%2fPf%2fCnC77p9Z25vvn4JtDOhVynfl0%2bPPwh0P8CqmsYu3%2bAQ%3d%3d&p=1&pi=
002190020297,5101:2-12-15 Child Medical and Enrollment Records,1,"1. No enrollment form was completed for at least one child     2. The current JFS 01234 was not completed for at least one child     3. Complete child information     4. Complete parent information     5. Complete emergency contact information     6. Complete physician information      7. Information regarding the parent list     8. Health information     9. Additional information for all boxes checked yes     10. Emergency transportation information     11. Parent/guardians signature      12. Diapering Statement      13. Acknowledgement of Policies and Procedures      14. Enrollment form for at least one child was not updated by either the parent or the administrator      15. Enrollment form for at least one child was not signed by the administrator      16. Other [  ] Technical assistance was provided at the time of the inspection, and as discussed, please correct this rule noncompliance.  A written response for this rule noncompliance is not required at this time.",,"['6', '13']",A MOTHERS TOUCH LAST FOREVER LLC,https://childcaresearch.ohio.gov//inspections/2190020297/2024-08-26/ANNUAL?q=fVLNbhMxEN40v0uapgKhHhAiBy6VQkUR1xwWN1VDIVl1V0gFcXDWk42FY6%2b83pS98Q6ICxdeg1fgyBvwJjB2uhCJqrPS2DOf59tvPPZqnuf9RrOrtd0ddCRhyRXMiVqtlBwO3oDOuZKj46On9hsOSCFMoWEkoTCaiuEgLOaCJ%2bdQxuoDyJEshGhaxkfbREcn8ewoAqqTJdHcgOb0MZ7ZC7VacwZ6WqzmoFtEFdKUDcJN2X7LM6IY7FZH4jKD1gU1XKbdkGrDqZjSFbQnckGlyXuXWJvGijGBknszYUuuIz%2fUkCdLpYQfuSVIoX9Cy3y2mGWgkVPJ%2fTNV6O1E8zVQke%2b%2fgIXSsCkjVEN3vAaJGuy%2bE13x1QqD%2b1EGiRUEwHKy5IJZeC%2fWVOaZ0sYR9oMFNv6PqTdbg5Y8XRob3TnlIFiseZYfjKkWpaPBs2z8MUMaJPDPgLLIYO%2f3Qs3X1MA5l9hmihmQB5tBiPK0wCT7q%2bLuK07nXOCVTmReoKIEmtNgfEma0zEJA9wTEqI%2fJaROZkEjINEEB5FKThsThLxaDce5eSPthnejNTudmrOH%2fw3dXesFlSm8e2%2ffV%2b1Gs8jOk%2bNW3bL59cpVL9MFm51V4DdvloHWt3h7q7TtztrIIo0Htwi0IvyWdZbA71jn2%2b5s7rZCp9cNJub4IseS2bUTgYDEAHM8rkUv%2b%2frymV1%2fPf%2fCnC77p9Z25vvn4JtDOhVynfl0%2bPPwh0P8CqmsYu3%2bAQ%3d%3d&p=1&pi=
002190020297,5101:2-12-15 Child Medical and Enrollment Records,0,"1. No medical was on file for at least one child      2. Medical(s) on file was not updated every 13 months       3. Medical(s) were missing child's name and date of birth     4. Medical(s) were missing the date of the medical examination     5. The date of the exam was more than 13 months prior to the date the form was signed.     6. Medical(s) were missing a statement that the child has been examined and is in suitable condition for participation in group care     7. Medical(s) were missing the signature, business address and telephone number of the physician, physician's assistant(PA), advance practice nurse (APN) or certified          nurse practitioner (CNP) who examined the child     8. Medical(s) were missing a record of immunizations the child has had specifying month, day and year     9. Medical(s) were missing a statement from the physician, PA, APN, or CNP that the child has been immunized or is in the process of being immunized against the diseases          required by division 5104.014 of the Revised Code and found in appendix A to this rule     10. Medical(s) were missing a statement from the childs parent or guardian that he or she has declined to have the child immunized against the disease for reasons of          conscience, including religious convictions     11. Other [  ] Submit the programs corrective action plan to the Department to verify compliance with the requirements of this rule.",,['1'],A MOTHERS TOUCH LAST FOREVER LLC,https://childcaresearch.ohio.gov//inspections/2190020297/2024-08-26/ANNUAL?q=fVLNbhMxEN40v0uapgKhHhAiBy6VQkUR1xwWN1VDIVl1V0gFcXDWk42FY6%2b83pS98Q6ICxdeg1fgyBvwJjB2uhCJqrPS2DOf59tvPPZqnuf9RrOrtd0ddCRhyRXMiVqtlBwO3oDOuZKj46On9hsOSCFMoWEkoTCaiuEgLOaCJ%2bdQxuoDyJEshGhaxkfbREcn8ewoAqqTJdHcgOb0MZ7ZC7VacwZ6WqzmoFtEFdKUDcJN2X7LM6IY7FZH4jKD1gU1XKbdkGrDqZjSFbQnckGlyXuXWJvGijGBknszYUuuIz%2fUkCdLpYQfuSVIoX9Cy3y2mGWgkVPJ%2fTNV6O1E8zVQke%2b%2fgIXSsCkjVEN3vAaJGuy%2bE13x1QqD%2b1EGiRUEwHKy5IJZeC%2fWVOaZ0sYR9oMFNv6PqTdbg5Y8XRob3TnlIFiseZYfjKkWpaPBs2z8MUMaJPDPgLLIYO%2f3Qs3X1MA5l9hmihmQB5tBiPK0wCT7q%2bLuK07nXOCVTmReoKIEmtNgfEma0zEJA9wTEqI%2fJaROZkEjINEEB5FKThsThLxaDce5eSPthnejNTudmrOH%2fw3dXesFlSm8e2%2ffV%2b1Gs8jOk%2bNW3bL59cpVL9MFm51V4DdvloHWt3h7q7TtztrIIo0Htwi0IvyWdZbA71jn2%2b5s7rZCp9cNJub4IseS2bUTgYDEAHM8rkUv%2b%2frymV1%2fPf%2fCnC77p9Z25vvn4JtDOhVynfl0%2bPPwh0P8CqmsYu3%2bAQ%3d%3d&p=1&pi=
002190020297,5101:2-12-10 Health Training Requirements,1,"1. First Aid  child care staff members scheduled during the hours of [  ] and [  ] had expired training 2. First Aid  child care staff members scheduled during the hours of the inspection did not have verification of completion of First Aid 3. First Aid  trained child care staff member was not present in each building used by the program.4. CPR  child care staff members scheduled during the hours of [  ] and [  ] had expired training 5. CPR  child care staff scheduled during the hours of the inspection had did not have verification of completion of CPR 6. CPR  trained child care staff member was not present in each building used by children7. CPR  training taken by staff was not appropriate for all ages and developmental levels of the children in care8. CPR - audiovisual or electronic media training taken by staff did not include an in-person component of the training  9. Communicable Disease  child care staff members scheduled during the hours of [  ] and [  ] had expired training 10. Communicable Disease  child care staff scheduled during the hours of the inspection had not taken Communicable Disease training 11. Communicable Disease  trained child care staff member was not present in each building used by the program 12. Child Abuse  child care staff members scheduled during the hours of [  ] and [  ] had expired training 13. Child Abuse  child care staff scheduled during the hours of the inspection had not taken Child Abuse training 14. Child Abuse  trained child care staff was not in each building used by the program Refer to the Employee Record Chart for specific details.  Submit the programs corrective action plan, which includes verification of complete coverage for any training listed, to the Department to verify compliance with the requirements of this rule.",,"['2', '5', '10', '13']",A MOTHERS TOUCH LAST FOREVER LLC,https://childcaresearch.ohio.gov//inspections/2190020297/2024-08-26/ANNUAL?q=fVLNbhMxEN40v0uapgKhHhAiBy6VQkUR1xwWN1VDIVl1V0gFcXDWk42FY6%2b83pS98Q6ICxdeg1fgyBvwJjB2uhCJqrPS2DOf59tvPPZqnuf9RrOrtd0ddCRhyRXMiVqtlBwO3oDOuZKj46On9hsOSCFMoWEkoTCaiuEgLOaCJ%2bdQxuoDyJEshGhaxkfbREcn8ewoAqqTJdHcgOb0MZ7ZC7VacwZ6WqzmoFtEFdKUDcJN2X7LM6IY7FZH4jKD1gU1XKbdkGrDqZjSFbQnckGlyXuXWJvGijGBknszYUuuIz%2fUkCdLpYQfuSVIoX9Cy3y2mGWgkVPJ%2fTNV6O1E8zVQke%2b%2fgIXSsCkjVEN3vAaJGuy%2bE13x1QqD%2b1EGiRUEwHKy5IJZeC%2fWVOaZ0sYR9oMFNv6PqTdbg5Y8XRob3TnlIFiseZYfjKkWpaPBs2z8MUMaJPDPgLLIYO%2f3Qs3X1MA5l9hmihmQB5tBiPK0wCT7q%2bLuK07nXOCVTmReoKIEmtNgfEma0zEJA9wTEqI%2fJaROZkEjINEEB5FKThsThLxaDce5eSPthnejNTudmrOH%2fw3dXesFlSm8e2%2ffV%2b1Gs8jOk%2bNW3bL59cpVL9MFm51V4DdvloHWt3h7q7TtztrIIo0Htwi0IvyWdZbA71jn2%2b5s7rZCp9cNJub4IseS2bUTgYDEAHM8rkUv%2b%2frymV1%2fPf%2fCnC77p9Z25vvn4JtDOhVynfl0%2bPPwh0P8CqmsYu3%2bAQ%3d%3d&p=1&pi=
002190020297,5101:2-12-10 Professional Development Requirements,0,1. The child care staff member(s) had not completed at least six hours of professional development.2. Documentation did not demonstrate the person who provided the training met the trainer qualifications as stated in the rule.  3. Training topic did not meet the requirements listed in appendix A of this rule.  4. Documentation of training did not meet the requirements of this rule.5. The substitute(s) had been used more than ninety days annually between July first and June thirtieth and had not completed at least six hours of professional development  6. Other [  ].Submit the programs corrective action plan to the Department to verify compliance with the requirements of this rule.,,['1'],A MOTHERS TOUCH LAST FOREVER LLC,https://childcaresearch.ohio.gov//inspections/2190020297/2024-08-26/ANNUAL?q=fVLNbhMxEN40v0uapgKhHhAiBy6VQkUR1xwWN1VDIVl1V0gFcXDWk42FY6%2b83pS98Q6ICxdeg1fgyBvwJjB2uhCJqrPS2DOf59tvPPZqnuf9RrOrtd0ddCRhyRXMiVqtlBwO3oDOuZKj46On9hsOSCFMoWEkoTCaiuEgLOaCJ%2bdQxuoDyJEshGhaxkfbREcn8ewoAqqTJdHcgOb0MZ7ZC7VacwZ6WqzmoFtEFdKUDcJN2X7LM6IY7FZH4jKD1gU1XKbdkGrDqZjSFbQnckGlyXuXWJvGijGBknszYUuuIz%2fUkCdLpYQfuSVIoX9Cy3y2mGWgkVPJ%2fTNV6O1E8zVQke%2b%2fgIXSsCkjVEN3vAaJGuy%2bE13x1QqD%2b1EGiRUEwHKy5IJZeC%2fWVOaZ0sYR9oMFNv6PqTdbg5Y8XRob3TnlIFiseZYfjKkWpaPBs2z8MUMaJPDPgLLIYO%2f3Qs3X1MA5l9hmihmQB5tBiPK0wCT7q%2bLuK07nXOCVTmReoKIEmtNgfEma0zEJA9wTEqI%2fJaROZkEjINEEB5FKThsThLxaDce5eSPthnejNTudmrOH%2fw3dXesFlSm8e2%2ffV%2b1Gs8jOk%2bNW3bL59cpVL9MFm51V4DdvloHWt3h7q7TtztrIIo0Htwi0IvyWdZbA71jn2%2b5s7rZCp9cNJub4IseS2bUTgYDEAHM8rkUv%2b%2frymV1%2fPf%2fCnC77p9Z25vvn4JtDOhVynfl0%2bPPwh0P8CqmsYu3%2bAQ%3d%3d&p=1&pi=
002190020297,5101:2-12-10 Health Training Requirements,0,1.  Child abuse and neglect recognition and prevention training was not completed within sixty days of hire.2.  First aid training was not completed within ninety days of hire.3.  Cardiopulmonary resuscitation (CPR) training was not completed within ninety days of hire.4.  The child abuse and neglect recognition and prevention training was expired.5.  The first aid training was expired.6.  The CPR training was expired.Refer to the Employee Record Chart for the name(s) of the child care staff member(s) who must complete the required health and safety training(s).  Submit the programs corrective action plan to the Department to verify compliance with the requirements of this rule.,,"['1', '2', '3']",A MOTHERS TOUCH LAST FOREVER LLC,https://childcaresearch.ohio.gov//inspections/2190020297/2024-08-26/ANNUAL?q=fVLNbhMxEN40v0uapgKhHhAiBy6VQkUR1xwWN1VDIVl1V0gFcXDWk42FY6%2b83pS98Q6ICxdeg1fgyBvwJjB2uhCJqrPS2DOf59tvPPZqnuf9RrOrtd0ddCRhyRXMiVqtlBwO3oDOuZKj46On9hsOSCFMoWEkoTCaiuEgLOaCJ%2bdQxuoDyJEshGhaxkfbREcn8ewoAqqTJdHcgOb0MZ7ZC7VacwZ6WqzmoFtEFdKUDcJN2X7LM6IY7FZH4jKD1gU1XKbdkGrDqZjSFbQnckGlyXuXWJvGijGBknszYUuuIz%2fUkCdLpYQfuSVIoX9Cy3y2mGWgkVPJ%2fTNV6O1E8zVQke%2b%2fgIXSsCkjVEN3vAaJGuy%2bE13x1QqD%2b1EGiRUEwHKy5IJZeC%2fWVOaZ0sYR9oMFNv6PqTdbg5Y8XRob3TnlIFiseZYfjKkWpaPBs2z8MUMaJPDPgLLIYO%2f3Qs3X1MA5l9hmihmQB5tBiPK0wCT7q%2bLuK07nXOCVTmReoKIEmtNgfEma0zEJA9wTEqI%2fJaROZkEjINEEB5FKThsThLxaDce5eSPthnejNTudmrOH%2fw3dXesFlSm8e2%2ffV%2b1Gs8jOk%2bNW3bL59cpVL9MFm51V4DdvloHWt3h7q7TtztrIIo0Htwi0IvyWdZbA71jn2%2b5s7rZCp9cNJub4IseS2bUTgYDEAHM8rkUv%2b%2frymV1%2fPf%2fCnC77p9Z25vvn4JtDOhVynfl0%2bPPwh0P8CqmsYu3%2bAQ%3d%3d&p=1&pi=
