program_id,program_name,pdf,Address,City,Zip,Begin-Time,Building-Approval-Date,End-Time,Fire-Inspection-Approval-Date,Food-Service-Risk-Level,Inspection-Date,Inspection-Notice,Inspection-Scope,Infant-Full-Time,Infant-Part-Time,Infant-Total,Older-Toddler-Full-Time,Older-Toddler-Part-Time,Older-Toddler-Total,Preschool-Full-Time,Preschool-Part-Time,Preschool-Total,School-Age-Full-Time,School-Age-Part-Time,School-Age-Total,Total-Capacity-Enrollment-Full-Time,Total-Capacity-Enrollment-License-Capacity,Total-Capacity-Enrollment-Part-Time,Total-Capacity-Enrollment-Total,Total-Under-2-Years-Full-Time,Total-Under-2-Years-License-Capacity,Total-Under-2-Years-Part-Time,Total-Under-2-Years-Total,Young-Toddler-Full-Time,Young-Toddler-Part-Time,Young-Toddler-Total,Maximum-Under-2,No-Low-Risk,No-Moderate-Risk,No-Rules-with-Non-compliances,No-Serious-Risk,Occupancy-Limit,Program-Name,Reviewer,Use-Group-Code
103519,"JUST FOR KIDS CHILD CARE AND LEARNING CENTER, INC.",https://childcaresearch.ohio.gov//pdf/000000103519_2024-08-06_ANNUAL.pdf,10313 SOUTH ST,GARRETTSVILLE,44231,10:30 AM,12/24/1998,4:00 PM,02/05/2024,Level III,08/06/2024,Unannounced,Full,11.0,0.0,11.0,13.0,0.0,13.0,28.0,0.0,28.0,35.0,0.0,35.0,76.0,163.0,0.0,94.0,18.0,56.0,0.0,18.0,7.0,0.0,7.0,,7.0,0.0,7.0,0.0,185,"JUST FOR KIDS CHILD CARE AND LEARNING
CENTER, INC.",BETH RAGLE,E
104265,CHILDTIME LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000104265_2024-10-16_ANNUAL.pdf,3101 GRAHAM RD,STOW,44224,9:30 AM,06/23/2023,4:30 PM,10/11/2024,Level III,10/16/2024,Unannounced,Full,12.0,0.0,12.0,0.0,0.0,0.0,32.0,0.0,32.0,0.0,39.0,39.0,32.0,90.0,39.0,99.0,28.0,36.0,0.0,28.0,16.0,0.0,16.0,,12.0,0.0,9.0,0.0,90,CHILDTIME LEARNING CENTER,BETH RAGLE,E
104712,HARTZ EARLY CARE AND EDUCATION CENTER,https://childcaresearch.ohio.gov//pdf/000000104712_2023-10-24_ANNUAL.pdf,230 STOW AVENUE,CUYAHOGA FALLS,44221,9:30 AM,09/18/2019,1:45 PM,01/10/2023,Level II,10/24/2023,Unannounced,Full,4.0,0.0,4.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,58.0,0.0,30.0,10.0,26.0,0.0,10.0,6.0,0.0,6.0,,4.0,3.0,7.0,0.0,58,Hartz Early Care and Education Center,SHERI BAILEY,E
106298,KOZMIC KORNER INC,https://childcaresearch.ohio.gov//pdf/000000106298_2024-07-01_ANNUAL.pdf,8282 PORT JACKSON AVE NW,NORTH CANTON,44720,8:00 PM,03/31/2005,9:00 PM,05/09/2024,Level III,07/01/2024,Unannounced,Full,6.0,0.0,6.0,5.0,0.0,5.0,32.0,0.0,32.0,12.0,0.0,12.0,,,,,16.0,51.0,0.0,16.0,10.0,0.0,10.0,,8.0,0.0,6.0,0.0,218,KOZMIC KORNER INC,TONYA WASHINGTON,E
106850,HEAD START AT CEDAR,https://childcaresearch.ohio.gov//pdf/000000106850_2024-01-24_ANNUAL.pdf,442 BELL STREET,AKRON,44307,11:15 AM,07/13/2000,2:00 PM,01/16/2024,Level III,01/24/2024,Unannounced,Full,6.0,0.0,6.0,6.0,0.0,6.0,17.0,0.0,17.0,16.0,0.0,16.0,39.0,78.0,0.0,51.0,12.0,29.0,0.0,12.0,6.0,0.0,6.0,29,0.0,0.0,0.0,0.0,78,Head Start at Cedar,JENNIFER COPE,E
107064,A PLACE FOR EVERYONE LLC,https://childcaresearch.ohio.gov//pdf/000000107064_2024-12-10_ANNUAL.pdf,5192 DARROW RD,HUDSON,44236,11:10 AM,10/02/2009,3:00 PM,12/21/2023,Exempt,12/10/2024,Unannounced,Full,5.0,0.0,5.0,3.0,0.0,3.0,15.0,0.0,15.0,0.0,0.0,0.0,18.0,41.0,0.0,33.0,15.0,19.0,0.0,15.0,10.0,0.0,10.0,,14.0,0.0,12.0,0.0,45,A PLACE FOR EVERYONE LLC,SARAH HEIL-HINTON,E
200015,PRIMROSE SCHOOL AT WEST CHESTER,https://childcaresearch.ohio.gov//pdf/000000200015_2024-10-21_ANNUAL.pdf,8378 PRINCETON GLENDALE ROAD,WEST CHESTER,45069,9:15 AM,07/22/2010,11:00 AM,09/06/2022,Level III,10/21/2024,Unannounced,Full,9.0,0.0,9.0,8.0,0.0,8.0,34.0,0.0,34.0,14.0,0.0,14.0,56.0,182.0,0.0,81.0,25.0,58.0,0.0,25.0,16.0,0.0,16.0,,6.0,1.0,6.0,0.0,200,PRIMROSE SCHOOL AT WEST CHESTER,Nicole Vadnais,E with 1-2
200185,YMCA AT RUSHMORE,https://childcaresearch.ohio.gov//pdf/000000200185_2024-10-17_ANNUAL.pdf,7701 BERCHMAN,HUBER HEIGHTS,45424,6:45 AM,,8:00 AM,,Exempt,10/17/2024,Unannounced,Full,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,72.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,,YMCA AT RUSHMORE,Carlie Bennett,School Building
200348,YMCA SCHOOL AGE ENRICHMENT PROGRAM @ DECA PREP,https://childcaresearch.ohio.gov//pdf/000000200348_2024-11-01_ANNUAL.pdf,249 SQUIRREL ROAD,DAYTON,45405,2:50 PM,,4:20 PM,09/24/2018,Exempt,11/04/2024,Unannounced,Full,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,54.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,1.0,8.0,0.0,,"YMCA SCHOOL AGE ENRICHMENT
PROGRAM @ DECA PREP",Carlie Bennett,
200371,COVENANT CHILDREN'S ACADEMY,https://childcaresearch.ohio.gov//pdf/000000200371_2024-10-15_ANNUAL.pdf,201 N LIMESTONE ST,SPRINGFIELD,45503,9:15 AM,09/13/1972,1:11 PM,08/22/2018,Exempt,10/15/2024,Unannounced,Full,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,45.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12.0,1.0,9.0,0.0,,COVENANT CHILDREN'S ACADEMY,Rebecca Worrell,BB 303 (pre 1970)
200377,XENIA YMCA CHILD CARE CENTER,https://childcaresearch.ohio.gov//pdf/000000200377_2024-12-23_ANNUAL.pdf,336 S.PROGRESS DRIVE,XENIA,45385,9:10 AM,12/28/2018,10:05 AM,01/11/2019,Exempt,12/23/2024,Unannounced,Full,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,30.0,365.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,1.0,6.0,0.0,,XENIA YMCA CHILD CARE CENTER,KEYAUNA BABER,E
200493,CEDARVILLE LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000200493_2024-01-12_ANNUAL.pdf,296 N MAIN ST,CEDARVILLE,45314,8:30 AM,09/05/2013,11:00 AM,07/27/2023,Exempt,01/12/2024,Unannounced,Full,5.0,0.0,5.0,0.0,0.0,0.0,27.0,0.0,27.0,0.0,0.0,0.0,27.0,87.0,0.0,42.0,15.0,18.0,0.0,15.0,10.0,0.0,10.0,35,3.0,0.0,3.0,0.0,112,CEDARVILLE LEARNING CENTER,Steffani Roberts,E
200584,"TREE HOUSE CHILDCARE, INC.",https://childcaresearch.ohio.gov//pdf/000000200584_2024-10-29_ANNUAL.pdf,949 HARRISON AVE,HARRISON,45030,8:50 AM,,5:20 PM,06/07/2018,Level III,10/29/2024,Unannounced,Full,4.0,0.0,4.0,2.0,0.0,2.0,31.0,38.0,69.0,1.0,42.0,43.0,34.0,173.0,80.0,125.0,11.0,40.0,0.0,11.0,7.0,0.0,7.0,,6.0,2.0,8.0,0.0,245,"TREE HOUSE CHILDCARE, INC.",PAMELA DAUDISTEL,
200585,OUR FATHER CHILDREN'S CENTER,https://childcaresearch.ohio.gov//pdf/000000200585_2024-09-16_ANNUAL.pdf,11505 LINCOLNSHIRE,FOREST PARK,45240,9:50 AM,01/27/2014,3:15 PM,12/14/2017,Level III,09/16/2024,Unannounced,Full,2.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,5.0,17.0,0.0,17.0,22.0,43.0,0.0,26.0,4.0,13.0,0.0,4.0,2.0,0.0,2.0,,9.0,0.0,9.0,0.0,67,OUR FATHER CHILDREN'S CENTER,BRIAN CHASTAIN,E
200644,A GREAT START PRESCHOOL INC,https://childcaresearch.ohio.gov//pdf/000000200644_2024-11-21_ANNUAL.pdf,7001 FAR HILLS AVE,DAYTON,45459,10:00 AM,07/15/2024,11:45 AM,08/28/2024,Exempt,11/21/2024,Unannounced,Full,0.0,0.0,0.0,0.0,30.0,30.0,0.0,192.0,192.0,0.0,34.0,34.0,0.0,94.0,256.0,262.0,0.0,9.0,6.0,6.0,0.0,6.0,6.0,,0.0,0.0,0.0,0.0,105,A GREAT START PRESCHOOL INC,BRENDA MEYER,
200683,CHILD FOCUS PRESCHOOL PROGRAM AT THOMASTON WOODS,https://childcaresearch.ohio.gov//pdf/000000200683_2024-12-12_ANNUAL.pdf,1460 THOMASTON WOODS DRIVE,AMELIA,45102,9:20 AM,,10:50 AM,04/04/2024,Level II,12/12/2024,Unannounced,Full,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,17.0,43.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,"Child Focus Preschool Program at
Thomaston Woods",SULYN ROMER,
200719,KINDERCARE LEARNING CENTER #123,https://childcaresearch.ohio.gov//pdf/000000200719_2024-08-15_ANNUAL.pdf,418 W WENGER RD,ENGLEWOOD,45322,9:00 AM,04/15/1976,12:00 PM,11/20/2018,Level III,08/15/2024,Unannounced,Full,10.0,0.0,10.0,13.0,0.0,13.0,30.0,0.0,30.0,0.0,37.0,37.0,43.0,100.0,37.0,93.0,13.0,35.0,0.0,13.0,3.0,0.0,3.0,2½,8.0,0.0,8.0,0.0,100,KINDERCARE LEARNING CENTER #123,Steffani Roberts,"BB 61 (1972-
1979)"
200913,TINY STEPS DEVELOPMENT CENTER INC.,https://childcaresearch.ohio.gov//pdf/000000200913_2024-07-29_ANNUAL.pdf,6001 MADISON RD,CINCINNATI,45227,8:35 AM,06/02/2021,11:55 AM,09/12/2023,Level III,07/29/2024,Unannounced,Full,12.0,0.0,12.0,4.0,0.0,4.0,18.0,0.0,18.0,18.0,0.0,18.0,40.0,78.0,0.0,62.0,22.0,35.0,0.0,22.0,10.0,0.0,10.0,,7.0,0.0,7.0,0.0,,TINY STEPS DEVELOPMENT CENTER INC.,BRIAN CHASTAIN,
200947,YOUTHLAND ACADEMY OF BLUE ASH,https://childcaresearch.ohio.gov//pdf/000000200947_2024-08-13_ANNUAL.pdf,9280 PLAINFIELD RD,CINCINNATI,45236,8:40 AM,02/21/1997,3:00 PM,11/29/2017,Level III,08/13/2024,Unannounced,Full,13.0,0.0,13.0,7.0,0.0,7.0,26.0,0.0,26.0,18.0,0.0,18.0,51.0,161.0,0.0,74.0,23.0,79.0,0.0,23.0,10.0,0.0,10.0,,8.0,0.0,7.0,0.0,,YOUTHLAND ACADEMY OF BLUE ASH,KIM SUERMANN,E with 1-2
200979,A BRIGHTER START CHILDCARE,https://childcaresearch.ohio.gov//pdf/000000200979_2024-10-02_ANNUAL.pdf,2765 BLUE ROCK RD.,CINCINNATI,45239,9:00 AM,,11:30 AM,09/20/2024,Level II,10/02/2024,Unannounced,Full,11.0,0.0,11.0,0.0,0.0,0.0,21.0,0.0,21.0,0.0,0.0,0.0,21.0,44.0,0.0,32.0,11.0,21.0,0.0,11.0,0.0,0.0,0.0,,9.0,2.0,10.0,0.0,,A BRIGHTER START CHILDCARE,Kristin Blassingame,
201348,WEE-CARE LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000201348_2024-07-09_ANNUAL.pdf,4886 STATE ROUTE 125,GEORGETOWN,45121,10:20 AM,06/19/2019,12:55 PM,08/22/2023,Level III,07/09/2024,Unannounced,Full,7.0,0.0,7.0,8.0,0.0,8.0,23.0,0.0,23.0,72.0,0.0,72.0,103.0,100.0,0.0,122.0,19.0,16.0,0.0,19.0,12.0,0.0,12.0,0,4.0,2.0,6.0,0.0,18,WEE-CARE LEARNING CENTER,BRIAN CHASTAIN,E
201452,IVY'S UNIQUE KIDS INC.,https://childcaresearch.ohio.gov//pdf/000000201452_2024-11-05_ANNUAL.pdf,2065 SCHAPPELLE LANE,FOREST PARK,45240,8:30 AM,,10:30 AM,06/14/2024,Level IV,11/05/2024,Unannounced,Full,6.0,0.0,6.0,8.0,0.0,8.0,18.0,0.0,18.0,18.0,0.0,18.0,44.0,124.0,0.0,59.0,15.0,12.0,0.0,15.0,9.0,0.0,9.0,,11.0,1.0,12.0,0.0,,IVY'S UNIQUE KIDS INC.,Kristin Blassingame,
203695,LAKOTA FAMILY YMCA AT HERITAGE,https://childcaresearch.ohio.gov//pdf/000000203695_2024-10-04_ANNUAL.pdf,5052 HAMILTON MASON RD,HAMILTON,45011,7:00 AM,,8:11 AM,,Exempt,10/04/2024,Unannounced,Full,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,54.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,,Lakota Family YMCA at Heritage,Steffani Roberts,
204064,WEE-HAVEN CHILDREN'S CENTER INC,https://childcaresearch.ohio.gov//pdf/000000204064_2024-10-23_ANNUAL.pdf,2201 W SCHANTZ AVE,KETTERING,45409,10:15 AM,,12:30 PM,06/25/2024,Level III,10/23/2024,Unannounced,Full,0.0,0.0,0.0,3.0,0.0,3.0,20.0,0.0,20.0,0.0,16.0,16.0,23.0,124.0,16.0,44.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,,6.0,0.0,5.0,0.0,,WEE-HAVEN CHILDREN'S CENTER INC,BRENDA MEYER,E
204337,GMV YMCA @ HIGHLAND ELEMENTARY,https://childcaresearch.ohio.gov//pdf/000000204337_2024-09-10_ANNUAL.pdf,1125 MAIN STREET,HAMILTON,45013,8:00 AM,,9:00 AM,,Exempt,09/10/2024,Unannounced,Full,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,72.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,4.0,0.0,,"☑FITTON FAMILY YMCA SCHOOL AGE 
HIGHLAND ELEMENTARY",Kathryn Koester,School Building
204837,COUNTRY HILLS EAST MONTESSORI LTD,https://childcaresearch.ohio.gov//pdf/000000204837_2023-12-12_ANNUAL.pdf,4400 GLEN ESTE-WITHAMSVILLE RD,CINCINNATI,45245,9:50 AM,,10:45 AM,02/22/2023,,12/12/2023,Unannounced,Full,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,24.0,38.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,COUNTRY HILLS EAST MONTESSORI LTD,SULYN ROMER,
204960,WINNIE THE POOH CHILDREN'S CENTER,https://childcaresearch.ohio.gov//pdf/000000204960_2024-01-09_ANNUAL.pdf,3962 BRITTON BOULEVARD,CINCINNATI,45245,9:45 AM,01/05/1999,5:40 PM,04/04/2019,Level II,01/09/2024,Unannounced,Full,10.0,0.0,10.0,6.0,0.0,6.0,30.0,12.0,42.0,15.0,9.0,24.0,51.0,212.0,21.0,89.0,17.0,67.0,0.0,17.0,7.0,0.0,7.0,,11.0,1.0,9.0,0.0,,Winnie the Pooh Children's Center,ZIBUTE OSGOOD,E with 1-2
205547,A CHILD'S GARDEN,https://childcaresearch.ohio.gov//pdf/000000205547_2024-12-18_ANNUAL.pdf,5427 JULMAR DRIVE,CINCINNATI,45238,8:55 AM,10/12/2001,2:10 PM,09/06/2024,Level II,12/18/2024,Unannounced,Full,0.0,0.0,0.0,0.0,4.0,4.0,19.0,127.0,146.0,2.0,5.0,7.0,21.0,160.0,136.0,157.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,9.0,2.0,9.0,0.0,,A CHILD'S GARDEN,Ashley Chiles,E
205682,RAINBOW YEARS CHILD CARE,https://childcaresearch.ohio.gov//pdf/000000205682_2024-07-23_ANNUAL.pdf,2727 S SMITHVILLE ROAD,DAYTON,45420,8:30 AM,03/04/2002,12:27 PM,10/31/2023,Level III,07/23/2024,Unannounced,Full,0.0,0.0,0.0,6.0,0.0,6.0,40.0,0.0,40.0,84.0,0.0,84.0,130.0,143.0,0.0,135.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,5,5.0,1.0,5.0,0.0,5,RAINBOW YEARS CHILD CARE,Steffani Roberts,E
205904,KINDERCARE LEARNING CENTER #124,https://childcaresearch.ohio.gov//pdf/000000205904_2024-07-08_ANNUAL.pdf,1111 E STROOP ROAD,KETTERING,45429,9:30 AM,,1:13 PM,10/20/2023,Level III,07/08/2024,Unannounced,Full,11.0,0.0,11.0,10.0,0.0,10.0,37.0,0.0,37.0,31.0,0.0,31.0,78.0,112.0,0.0,94.0,16.0,24.0,0.0,16.0,5.0,0.0,5.0,,6.0,1.0,6.0,0.0,,KINDERCARE LEARNING CENTER #124,BRENDA MEYER,
206065,GREENBUSH HEAD START CENTER,https://childcaresearch.ohio.gov//pdf/000000206065_2024-10-30_ANNUAL.pdf,16003 STATE ROUTE 68,MT ORAB,45154,12:00 PM,,2:00 PM,12/11/2023,,10/30/2024,Unannounced,Full,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,15.0,25.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,7.0,0.0,,GREENBUSH HEAD START CENTER,SULYN ROMER,
206284,KCE CHAMPIONS LLC @ LOVELAND,https://childcaresearch.ohio.gov//pdf/000000206284_2024-10-03_ANNUAL.pdf,550 LOVELAND-MADEIRA ROAD,LOVELAND,45140,2:55 PM,,5:45 PM,,Level II,10/03/2024,Unannounced,Full,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,125.0,0.0,102.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,0.0,,KCE Champions LLC @ Loveland,PAMELA DAUDISTEL,
206527,YMCA SCHOOLAGE ENRICHMENT PROGRAM AT MEDLAR VIEW,https://childcaresearch.ohio.gov//pdf/000000206527_2024-10-10_ANNUAL.pdf,4400 MEDLAR RD,MIAMISBURG,45342,7:00 AM,03/20/2000,8:15 AM,07/28/2023,Level III,10/07/2024,Unannounced,Full,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,17.0,17.0,0.0,72.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,3.0,0.0,,"YMCA SCHOOLAGE ENRICHMENT
PROGRAM AT MEDLAR VIEW",Carlie Bennett,E
206528,YMCA SCHOOL AGE ENRICHMENT PROGRAM AT BAUER,https://childcaresearch.ohio.gov//pdf/000000206528_2024-10-28_ANNUAL.pdf,6951 SPRINGBORO PK,DAYTON,45449,7:10 AM,,8:50 AM,,Exempt,10/28/2024,Unannounced,Full,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,31.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,2.0,8.0,0.0,,"YMCA SCHOOL AGE ENRICHMENT
PROGRAM AT BAUER",Carlie Bennett,School Building
206534,GMV YMCA @ KRAMER ELEMENTARY,https://childcaresearch.ohio.gov//pdf/000000206534_2024-02-27_ANNUAL.pdf,400 W. SYCAMORE STREET,OXFORD,45056,3:30 PM,,5:15 PM,,Level III,02/27/2024,Unannounced,Full,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,36.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,0.0,8.0,0.0,,"FITTON FAMILY YMCA SCHOOL AGE AT
KRAMER ELEMENTARY",PAMELA DAUDISTEL,School Building
206750,TREE HOUSE CHILDCARE,https://childcaresearch.ohio.gov//pdf/000000206750_2024-10-09_ANNUAL.pdf,5910 COLERAIN AVENUE,CINCINNATI,45239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
